id,id_externo,casa_origem,tipo,numero,ano,ementa,resumo_cidadao,descricao_detalhada,tema,url_inteiro_teor,situacao,relevancia_score,votos_sim,votos_nao,votos_abstencao,votos_obstrucao
300,camara_prop_2352500,CAMARA,REQ,848,2023,Requerimento de Urgência 155 ao PL 747/2023.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2247414,Tramitação Finalizada,0.706,264,144,0,0
306,camara_prop_2354502,CAMARA,REQ,1012,2023,"Requer a urgência, nos termos do art. 155, do Regimento Interno da Câmara dos Deputados, para apreciação do PL 1292/2023.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2253521,Aguardando Deliberação,0.231,330,43,1,0
301,camara_prop_2354899,CAMARA,REQ,1047,2023,"Requer Urgência para apreciação do PDL 65/2023 – que “Susta parcialmente os efeitos da Resolução Normativa nº 1.000, de 07 de dezembro de 2021, que estabelece as Regras de Prestação do Serviço Público de Distribuição de Energia Elétrica, particularmente dispositivos nela incluídos por meio da Resolução Normativa nº 1.059, de 10 de fevereiro de 2023, que regula a Lei nº 14.300/2022”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2255124,Tramitação Finalizada,0.499,319,106,0,0
314,camara_prop_2355627,CAMARA,REQ,1135,2023,"Requer regime de urgência para apreciação do Projeto de Lei nº 1037/2023, que altera a Lei nº 8.036, de 11 de maio de 1990.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2257358,Tramitação Finalizada,0.255,328,48,0,0
304,camara_prop_2357639,CAMARA,REQ,1256,2023,"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei nº 2.342, de 2022.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2261188,Tramitação Finalizada,0.242,348,48,2,0
303,camara_prop_2357871,CAMARA,REQ,1281,2023,"Requeiro a Vossa Excelência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação imediata do Projeto de Decreto Legislativo nº 111, de 2023, que “Susta os parágrafos 13 ao 17 do art. 6º do Decreto nº 11.467, de 5 de abril de 2023, que atualiza a regulação das leis de saneamento”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2262336,Tramitação Finalizada,0.594,322,136,2,0
330,camara_prop_2357898,CAMARA,REQ,1283,2023,"Requer regime de urgência para apreciação do Projeto de Decreto Legislativo nº 3\23, de autoria do Deputado Sanderson que “Susta o Decreto nº 11.366, de 1º de janeiro 2023, que limita o registro e a aquisição de
armas de fogos”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2262635,Tramitação Finalizada,0.761,254,156,5,0
305,camara_prop_2358527,CAMARA,REQ,1315,2023,"Solicita urgência urgentíssima (art. 155 do Regimento Interno da Câmara dos Deputados) para apreciação do Projeto de Lei nº 1.987, de 2023.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2264244,Tramitação Finalizada,0.266,346,53,3,0
307,camara_prop_2359287,CAMARA,REQ,1364,2023,"Requer urgência para apreciação do Projeto de Lei 6385, de 2016.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2266618,Tramitação Finalizada,0.729,274,157,1,0
337,camara_prop_2360062,CAMARA,REQ,1402,2023,"Requer urgência para o Projeto de Decreto Legislativo nº 140/2023, que susta o Decreto nº 11.515, de 02 de maio de 2023, que revoga o Decreto nº 9.731 de 16/03/2019, que dispensa visto de visita para os nacionais da Comunidade da Austrália, do Canadá, dos Estados Unidos da América e do Japão e altera o Decreto nº 9.199, de 20 de novembro de 2017, que regulamenta a Lei nº 13.445, de 24 de maio de 2017, que institui a Lei de Migração.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2268345,Tramitação Finalizada,0.634,304,141,0,0
308,camara_prop_2362137,CAMARA,REQ,1520,2023,Requerimento de Urgência Art. 155 - PL 7687/2017,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2272408,Tramitação Finalizada,0.4,356,89,1,0
310,camara_prop_2362190,CAMARA,REQ,1526,2023,"Requer em regime de urgência a apreciação do Projeto de Lei nº 490/2007, que dispõe sobre a demarcação de terras indígenas.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2272567,Tramitação Finalizada,0.576,324,131,1,0
309,camara_prop_2362292,CAMARA,REQ,1537,2023,"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei Complementar nº 93, de 2023.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2272975,Tramitação Finalizada,0.435,367,102,1,0
328,camara_prop_2362567,CAMARA,REQ,1576,2023,"Requeremos a V.Exª, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei nº 6579/2019 - Senado Federal - Mecias de Jesus que ""Altera a Lei nº 8.256, de 25 de novembro de 1991, para incluir o Município de Pacaraima, no Estado de Roraima, na Área de Livre Comércio de Boa Vista - ALCBV"".",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2273508,Tramitação Finalizada,0.223,374,47,1,0
344,camara_prop_2367548,CAMARA,REQ,1884,2023,"Requer urgência para o PL 10106/2018, do Senado Federal, que “altera a Lei nº 8.080, de 19 de setembro de 1990, para dispor sobre a obrigatoriedade de publicação na internet de listas de pacientes que serão submetidos a procedimentos cirúrgicos eletivos no âmbito do Sistema Único de Saúde (SUS), e a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa), para caracterizar o descumprimento dessa disposição como ato de improbidade administrativa”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2284286,Tramitação Finalizada,0.009,442,2,0,0
311,camara_prop_2367595,CAMARA,REQ,1890,2023,"Requer, nos termos do artigo 155 do
Regimento Interno da Câmara dos
Deputados, que seja incluído
automaticamente na Ordem do Dia o Projeto
de Lei nº 2720/2023, que tipifica os crimes
de discriminação contra pessoas
politicamente expostas e altera a Lei nº
8.078, de 11 de setembro de 1990 (Código
de Defesa do Consumidor), para prescrever
os procedimentos a serem adotados pelas
instituições financeiras nos casos de negativa
de abertura ou manutenção de conta.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2284573,Tramitação Finalizada,0.541,318,118,2,0
312,camara_prop_2369594,CAMARA,REQ,1961,2023,"Solicita urgência urgentíssima (art. 155 do Regimento Interno da Câmara dos Deputados) para apreciação do Projeto de Lei nº 3.083, de 2023.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2289118,Tramitação Finalizada,0.481,278,88,4,0
313,camara_prop_2372099,CAMARA,REQ,2150,2023,Requerimento de Quebra de Interstício para Inclusão de Matéria na Ordem do Dia - PEC 45/2019,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2295278,Tramitação Finalizada,0.46,335,100,2,0
316,camara_prop_2372983,CAMARA,REQ,2214,2023,"Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 1246/2021.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2297675,Tramitação Finalizada,0.497,287,95,1,0
317,camara_prop_2375497,CAMARA,REQ,2357,2023,"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei nº 2.597/2019.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2305452,Tramitação Finalizada,0.253,311,45,0,0
315,camara_prop_2375501,CAMARA,REQ,2360,2023,"Requer regime de urgência urgentíssima para apreciação do Projeto de Lei nº. 996 de 2015, que “Altera o art. 121 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal - para prever como homicídio qualificado aquele praticado contra membros do Ministério Público e Magistratura, no exercício de sua função ou por causa dela e dá outras providências”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2305478,Tramitação Finalizada,0.179,346,34,0,0
318,camara_prop_2375543,CAMARA,REQ,2366,2023,"Requer urgência para apreciação do Projeto de Lei nº 2245 de 2023, que “Institui a Política Nacional de Trabalho Digno e Cidadania para População em Situação de Rua - PNTC PopRua - e dá outras providências”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2305609,Tramitação Finalizada,0.565,300,118,1,0
347,camara_prop_2379378,CAMARA,REQ,2542,2023,Rquerimento de urgência na apreciação do PL 2459/2023 que “estabelece a obrigatoriedade de afixação de cartazes e veiculação de mensagem sonora nos portos e aeroportos brasileiros sobre o direito de solicitação de refúgio”.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2312352,Tramitação Finalizada,0.777,258,164,3,0
383,camara_prop_2388491,CAMARA,REQ,3108,2023,"Requer em regime de urgência para apreciação do Projeto de Lei nº 4357/2023, que “Altera o art. 2º da Lei nº 8.629, de 25 de fevereiro de 1993.”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2329740,Tramitação Finalizada,0.554,290,111,3,0
321,camara_prop_2390639,CAMARA,REQ,3307,2023,"Requer urgência para apreciação do Projeto de Lei nº. 4.416/2021 que prorroga os incentivos de IRPJ e reinvestimentos nas áreas da SUDAM, SUDENE e SUDECO.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2334229,Tramitação Finalizada,0.213,277,33,0,0
323,camara_prop_2393997,CAMARA,REQ,3412,2023,"Requer, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, tramitação sob regime de urgência do Projeto de Lei 3.557/2023.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2340550,Tramitação Finalizada,0.797,240,159,1,5
322,camara_prop_2399396,CAMARA,REQ,3683,2023,"Requeiro a Vossa Excelência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação imediata do Projeto de Lei n. 4287, de 2023, que “Dispõe sobre a autorregularização incentivada de tributos administrados pela Secretaria Especial da Receita Federal do Brasil”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2350933,Tramitação Finalizada,0.203,309,35,0,0
320,camara_prop_2400115,CAMARA,REQ,3723,2023,"Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 4968/2020.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2353074,Tramitação Finalizada,0.266,358,55,0,0
319,camara_prop_2400118,CAMARA,REQ,3725,2023,"Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 2275/2022.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2353080,Tramitação Finalizada,0.169,401,37,0,0
361,camara_prop_2401881,CAMARA,REQ,3843,2023,"Requer regime de urgência para apreciação do PL nº 895, de 2023, que “dispõe sobre sanções administrativas e restrições aplicadas aos ocupantes e invasores de propriedades rurais e urbanas em todo o território nacional”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2356102,Tramitação Finalizada,0.55,293,111,1,0
346,camara_prop_2403068,CAMARA,REQ,3912,2023,"Requer urgência do art. 155 para apreciação imediata do PL 4.932, de 2023.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2357922,Tramitação Finalizada,0.531,285,103,1,0
324,camara_prop_2404958,CAMARA,REQ,3990,2023,"Requer, nos termos do Artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei nº 3268/2021.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2361454,Tramitação Finalizada,0.55,303,115,2,0
325,camara_prop_2405312,CAMARA,REQ,3997,2023,"Requer regime de urgência para a apreciação do Projeto de Decreto Legislativo nº 405, de 2023, que “Susta, nos termos do art. 49, V e X, da Constituição Federal, a aplicação da Portaria MTE nº 3.665, de 13 de novembro de 2023"".",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2361985,Tramitação Finalizada,0.606,301,131,0,0
329,camara_prop_2406964,CAMARA,REQ,4073,2023,"Requer regime de urgência ao Projeto de Lei nº 2144/2023, que “Altera os artigos 215-A, 216-A, 216-B, 217-A, 218, e do 218-C do Decreto-Lei 2.848, de 7 de dezembro de 1940 –Código Penal, para aumentar as penas dos respectivos delitos.”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2365142,Tramitação Finalizada,0,397,0,0,0
354,camara_prop_2407112,CAMARA,REQ,4075,2023,"Requer, nos termos do artigo 155, urgência para o Projeto de Lei nº 1.548/2022, que altera a Lei nº 12.865, de 09 de outubro de 2013, para estender ao farelo e ao óleo de milho o mesmo tratamento tributário concedido à soja relativamente à incidência da Contribuição para o PIS/PASEP e da COFINS.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2365315,Tramitação Finalizada,0.096,337,17,0,0
338,camara_prop_2407521,CAMARA,REQ,4111,2023,"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do PL 4449/2023.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2365928,Tramitação Finalizada,0.278,371,60,0,0
326,camara_prop_2407960,CAMARA,REQ,4124,2023,"Requer, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, que seja incluído automaticamente na Ordem do Dia o Projeto de Lei nº 3954/2023, que altera a Lei nº 14.133, de 1º de abril de 2021 (Lei de Licitações e Contratos Administrativos), para determinar o modo de disputa fechado nas licitações de obras e serviços que especifica, facultar a adesão de Município a ata de registro de preços licitada por outro ente do mesmo nível federativo, dispor sobre a execução e liquidação do objeto remanescente de contrato administrativo rescindido, permitir a prestação de garantia na forma de título de capitalização e
promover a gestão e a aplicação eficientes dos recursos oriundos de convênios e contratos de repasse.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2366532,Tramitação Finalizada,0.318,302,57,0,3
161,camara_prop_2408001,CAMARA,REQ,4131,2023,"Requeremos urgência na apreciação do PL nº 4133/2023, que “Dispõe sobre diretrizes para a formulação da política industrial, tecnológica e de comércio exterior brasileira"".",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2366646,Tramitação Finalizada,,0,0,0,0
351,camara_prop_2408105,CAMARA,REQ,4134,2023,"Requer urgência na apreciação do Projeto de Lei nº Projeto de Lei 5727/2023,  que “Altera a Lei nº 13.005, de 25 de junho de 2014, que aprova o Plano Nacional de Educação, para estabelecer estratégia relativa à ampliação da oferta de serviços de psicologia e de serviço social pelas redes públicas de educação”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2366796,Tramitação Finalizada,0.492,322,105,1,0
350,camara_prop_2408107,CAMARA,REQ,4135,2023,"Requer urgência na apreciação do Projeto de Lei nº 5669/2023,  que “Institui Política de Prevenção e Combate à Violência em  mbito Escolar (Prever)”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2366798,Tramitação Finalizada,0.04,395,8,2,0
331,camara_prop_2408125,CAMARA,REQ,4138,2023,"Requeremos a V. Exª, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do PL nº 5.711/2023, do Tribunal de Contas das União, que ""Dispõe sobre a atuação do Tribunal de Contas da União como membro do Conselho de Auditores da Organização das Nações Unidas"".",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2366836,Tramitação Finalizada,0.127,251,17,4,74
362,camara_prop_2408682,CAMARA,REQ,4152,2023,"Requer urgência para apreciação do Projeto de Lei 1732/2022, que “altera a Lei nº 6.932, de 7 de julho de 1981, que dispõe sobre a Residência Médica, para permitir o fracionamento das férias para o médico residente.”",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2368038,Tramitação Finalizada,0.005,408,1,0,0
363,camara_prop_2408948,CAMARA,REQ,4167,2023,"Requer a urgência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, para apreciação do Projeto de Lei 4.364/2020, que institui a Política Nacional de Cuidado Integral às Pessoas com Doença de Alzheimer e Outras Demências.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2368818,Tramitação Finalizada,0,366,0,0,0
332,camara_prop_2409114,CAMARA,REQ,4179,2023,"Requer urgência do art. 155 para apreciação imediata do Projeto de Lei 5.610, de 2023.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2369320,Tramitação Finalizada,0.054,358,10,0,0
342,camara_prop_2410517,CAMARA,REQ,4229,2023,REQUERIMENTO DE URGÊNCIA PL 2767_2023.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2371439,Tramitação Finalizada,0.124,318,21,2,49
333,camara_prop_2410669,CAMARA,REQ,4234,2023,"Requeremos a V.Exª, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei nº 5.711, de 2023, do Tribunal de Contas da União, que dispõe sobre a atuação
do Tribunal de Contas da União como membro do Conselho de Auditores da Organização das Nações Unidas.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2371720,Tramitação Finalizada,0.027,370,5,1,22
334,camara_prop_2411730,CAMARA,REQ,4239,2023,"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei Complementar nº 243, de 2023.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2372879,Tramitação Finalizada,0.467,309,94,0,0
345,camara_prop_2411815,CAMARA,REQ,4244,2023,"Requer regime de urgência para apreciação do PL 1269/2022, que “Altera a Lei nº 13.097, de 19 de janeiro de 2015, para garantir a eficácia dos negócios jurídicos relativos a imóveis em cuja matrícula inexista averbação, mediante decisão judicial, de qualquer tipo de constrição judicial.""",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2373126,Tramitação Finalizada,0.061,413,13,1,0
335,camara_prop_2412712,CAMARA,REQ,4275,2023,"Requeremos a Vossa Excelência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, a urgência “urgentíssima” na apreciação do Projeto de Lei nº 5.230, de 2023, de autoria do Poder Executivo, que “Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, e define diretrizes para a política nacional de ensino médio.”",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2374804,Tramitação Finalizada,0.45,351,102,0,0
341,camara_prop_2413230,CAMARA,REQ,4284,2023,"Requer urgência na apreciação do Projeto de Lei nº 2374 de 2023, que altera a Lei n.º 11.947, de 16 de junho de 2009 e a Lei n.º 14.113, de 25 de dezembro de 2020 de modo a assegurar que haja a inclusão das escolas comunitárias e o repasse direto dos recursos do Programa Nacional de Alimentação Escolar – PNAE e do Programa Dinheiro Direto na Escola – PDDE, e dá outras providências.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2375952,Tramitação Finalizada,0.035,396,7,1,10
336,camara_prop_2414224,CAMARA,REQ,4314,2023,Quebra de Interstício entre turnos - PEC 45/2019,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2377458,Aguardando Encaminhamento,0.193,309,33,1,41
343,camara_prop_2414600,CAMARA,REQ,4322,2023,"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei nº 3.626, de 2023.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2378138,Tramitação Finalizada,0.545,307,115,1,0
348,camara_prop_2415411,CAMARA,REQ,4403,2023,"Requer regime de urgência para apreciação do PL nº 4831 de 2023, que “Altera a Lei nº 9.074, de 7 de julho de 1995 e a Lei nº 10.848, de 15 de março de 2004, e dá outras providências”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2379898,Tramitação Finalizada,0.39,339,82,1,0
340,camara_prop_2415841,CAMARA,REQ,4430,2023,"Requer urgência para o Projeto de Resolução nº 131/2023, que “Dispõe sobre os cargos efetivos da Carreira Legislativa da Câmara dos Deputados”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2380713,Pronta para Pauta,0.016,370,3,3,25
1284,camara_prop_2317281,CAMARA,PL,454,2022,"Altera a Lei Geral de Proteção de Dados e a Lei de Diretrizes e Bases da Educação para autorizar o compartilhamento dos dados e microdados brutos do Censo Escolar.
NOVA EMENTA: Altera a Lei nº 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), para dispor sobre compartilhamento e publicização de dados e microdados coletados no recenseamento anual a que se refere o inciso I do § 1º do art. 5º da referida Lei e na realização de censos educacionais.",Permite compartilhar dados escolares para pesquisa educacional.,"Escolas e órgãos educacionais poderão compartilhar informações do Censo Escolar (como dados de matrícula, frequência e desempenho) com pesquisadores e instituições. Estudantes, pais e educadores terão seus dados escolares disponibilizados para estudos educacionais. A mudança facilita pesquisas acadêmicas sobre educação no Brasil.",educacao,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2144486,Transformado em Norma Jurídica,0.429,333,91,0,0
246,camara_prop_2314199,CAMARA,REQ,74,2022,"Requer nos termos dos arts. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação imediata do PL 4059/2021, que “altera a Lei 12.232, de 29 de abril de 2010 para estender a sua aplicação às contratações dos serviços de comunicação digital e serviços de comunicação corporativa - relação com a imprensa e relações públicas.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2133525,Tramitação Finalizada,0.762,263,162,0,0
247,camara_prop_2314217,CAMARA,REQ,77,2022,Requer regime de urgência para apreciação do PLP nº 116/2021.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2133658,Tramitação Finalizada,0.106,393,22,1,0
248,camara_prop_2314387,CAMARA,REQ,100,2022,"Requer urgência para o PLP 25/2019, que Institui o Sistema Nacional de Educação (SNE), fixando normas para a cooperação entre a União, os Estados, o Distrito Federal e os Municípios nas políticas, programas e ações educacionais, em regime de colaboração, nos termos do inciso V do caput e do parágrafo único do art. 23, do art. 211 e do art. 214 da Constituição Federal.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2134279,Tramitação Finalizada,0.095,422,21,2,0
281,camara_prop_2314544,CAMARA,REQ,108,2022,"Requer regime de urgência na apreciação do Projeto de Lei Complementar nº 178, de 2021, que “Institui o Estatuto Nacional de Simplificação de Obrigações Tributárias Acessórias e dá outras providências”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2135365,Aguardando Deliberação,0.196,341,37,0,0
251,camara_prop_2314688,CAMARA,REQ,126,2022,"Requer a urgência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, para apreciação do Projeto de Lei nº 4491, de 2021.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2136102,Tramitação Finalizada,0.04,440,9,0,0
250,camara_prop_2315020,CAMARA,REQ,152,2022,"Requer dispensa do interstício regimental entre o primeiro e o segundo turno de deliberação da Proposta de Emenda à Constituição nº 39, de 2011.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2137605,Aguardando Encaminhamento,0.494,311,102,0,0
257,camara_prop_2315172,CAMARA,REQ,161,2022,"Requer regime de urgência para
apreciação do PL nº 4.392, de 2021.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2138265,Tramitação Finalizada,0.345,307,64,0,0
252,camara_prop_2317406,CAMARA,REQ,227,2022,"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei nº. 191/2020.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2145551,Tramitação Finalizada,0.784,279,180,3,0
256,camara_prop_2318116,CAMARA,REQ,319,2022,"Requer urgência para o Projeto de Lei nº 545/2022, que ""Dispõe sobre a arrecadação de recursos por entidades beneficentes de assistência social por meio de títulos de capitalização"".",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2149348,Tramitação Finalizada,0.011,371,2,0,0
258,camara_prop_2318583,CAMARA,REQ,394,2022,Requer a dispensa de interstício entre o 1º e o 2º turno da PEC 517/2010.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2151942,Aguardando Encaminhamento,0.58,413,386,2,0
372,camara_prop_2319364,CAMARA,REQ,503,2022,"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei nº 3.890, 2020.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2156016,Tramitação Finalizada,0.823,243,170,1,0
260,camara_prop_2319485,CAMARA,REQ,514,2022,"Requer a dispensa do interstício regimental entre o primeiro e o segundo turno de deliberação da Proposta de Emenda à Constituição nº 13, de 2021.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2156473,Aguardando Encaminhamento,0.101,373,365,0,0
266,camara_prop_2319511,CAMARA,REQ,518,2022,Requer urgência para a apreciação do Projeto de lei nº 4188/2020.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2156552,Pronta para Pauta,0.097,334,17,1,0
265,camara_prop_2319532,CAMARA,REQ,529,2022,"Requer urgência urgentíssima ao PL 4606, de 2019.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2156767,Tramitação Finalizada,0.164,358,32,1,0
261,camara_prop_2319794,CAMARA,REQ,562,2022,"Requer regime de urgência, nos termos do art. 155, do Regimento Interno da Câmara dos Deputados, para apreciação do PL 409 de 2022 de autoria do Poder Executivo que “Aprova o Plano Nacional do Desporto”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2158077,Tramitação Finalizada,0.35,297,63,0,0
263,camara_prop_2320333,CAMARA,REQ,613,2022,"Requer regime de urgência para
apreciação do PDL nº 94, de 2022.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2160304,Pronta para Pauta,0.052,410,11,1,0
264,camara_prop_2320527,CAMARA,REQ,633,2022,"Requer a urgência, nos termos do art. 155 do regimento interno da Câmara dos Deputados para apreciação do Projeto de Lei 11.147 de 2018",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2161105,Tramitação Finalizada,0.042,373,8,0,0
267,camara_prop_2320686,CAMARA,REQ,648,2022,"Requer urgência para o Projeto de Lei nº 4188, de 2021, que ""Dispõe sobre o serviço de gestão especializada de garantias, o aprimoramento das regras de garantias, o resgate antecipado de Letra Financeira, a transferência de valores das contas únicas e específicas do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação, a exclusão do monopólio da Caixa Econômica Federal em relação aos penhores civis, a alteração da composição do Conselho Nacional de Seguros Privados, e altera a Lei nº 9.514, de 20 de novembro de 1997, a Lei nº 8.009, de 29 de março de 1990, a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, a Lei nº 13.476, de 28 de agosto de 2017, a Lei nº 6.015, de 31 de dezembro de 1973, a Lei nº 13.097, de 19 de janeiro de 2015, a Lei nº 12.249, de 11 de junho de 2010, e a Lei nº 14.113, de 25 de dezembro de 2020"".",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2161763,Pronta para Pauta,0.571,290,116,0,0
